Time,Amount,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28
-0.5279241834713461,-0.0413732096230495,1.319934823496606,-0.8486049636810785,2.2167864503933377,2.990755730684913e-05,0.5342605379482622,0.1744965020061035,0.1983282924486759,-0.4546930530519102,-0.1884103560366879,-0.9210214710440864,-0.6917257010535333,-0.1192431507697681,-0.0967405014902703,-0.5846566938850362,0.9364168700987724,0.8767332569765385,1.8347893363101688,0.6843442324163859,-0.2787683220285722,-0.3222530126699364,0.2236878054153145,0.8038692740775933,-0.0509669074371382,-1.809967802838972,-0.6227892675583592,0.4711621021365882,0.3473992938109594,0.1346271070008363
-0.3325344360690828,-0.2520479194774794,-0.5963830805775443,1.4724173889149612,0.5026482016992637,0.0784770518832127,-0.5684990478573182,1.0423346499775097,-0.4295750946922616,0.3983312832478124,-0.278022204339815,-0.032180640580143,-0.953493686020196,0.4363644040152662,0.096503515121143,0.8321391050383597,1.7525902738646812,0.6676154800102048,-0.8945696762070572,-0.7023282734827627,1.1908639155389342,-0.693825953746613,-0.4686893020110053,0.7557002975954532,-0.2690729351527485,0.6617834013591914,0.8064316466889256,0.5009316294378308,0.4369926389755572,0.4464377687054478
-0.7876661172829985,-0.097183629596162,0.2811798891929857,-1.5232847133551468,1.2808824150842828,-1.162852001083542,-0.8309636255521529,-0.1897504710331837,0.5360440903759525,0.3061862482382891,-1.1546674101523515,0.1063148426987128,-0.2519607966638365,-0.1805020957578914,0.2753852403140735,-0.2413262129517458,0.6286506795060991,-1.3847523942653075,-0.1316928105394141,-0.2993387499229463,0.3287712950444307,-0.1025870008309928,-0.2227876336441109,-0.0664297689387389,-1.3390990110563448,-0.8535573637761754,-0.8775283942893903,0.6283638061129816,-0.0720111987362467,-0.5490475616850483
-1.0912182219605109,-0.444374552383257,1.7605387750352928,-1.1592148894710634,2.319276770087068,0.0173393070841695,0.0982468487789072,-0.1758692460554022,0.3451383991846676,-0.6735835285960826,-0.0878290854418013,-0.8210707085231065,-0.8637146473133439,-0.1040052853357052,-0.1169071518475393,-0.4704864128870735,0.7565019296425369,0.90815378081264,1.604175157718861,0.4873957058969495,-0.4401986015943478,-0.4757606902627451,0.4055150488736536,0.8218282993978009,-0.3716134660798407,-1.6155664430741898,-0.5535081420394179,0.4918346079277346,0.1182453152362482,-0.2025197985433583
-1.4458799767802204,-0.4906561136089392,-0.9502387211452318,0.5749789386832206,-0.54155003982462,0.2621390427935929,1.767151576532515,1.4521359996967975,0.2983025762717745,0.9647004452914354,0.4398546309628873,-0.8649505869614895,0.4988476412790336,1.3000722629887689,0.2826160877770193,-0.2844038333577064,2.1610869190950357,0.7160162268749137,1.2807382283063085,2.6570066767348473,0.3964523930920878,1.3179235957702369,1.2119747873788076,1.0828519412862692,-1.499355781538284,0.4022015724653905,0.1997652201582402,0.02900636841572,-0.7862265950419012,-0.5238922459454836
-0.5984014142380621,-0.7358755963458588,-0.75089112772048,0.1016752806492425,-0.5805215942399623,-0.1983705781053583,-0.8904147840065415,0.4876303860166723,0.4537540716795277,-0.7836609094483766,-0.7951859916527406,0.7760659956573928,0.6439562675249962,-0.8020019961543748,-0.9699269540860058,0.5591605686671012,1.018258063257453,-0.8705927354119145,-0.5615174868861394,-0.984780381516364,-1.130177797105568,0.4370609854401579,0.7779884334965856,0.6151493652843025,0.6134259365828263,-0.6309075861371218,1.0967784679407608,-0.7071656890238206,0.2208536222939393,0.1319293721400295
-1.3314079112679318,1.034319329619992,-1.412157034843435,0.6215013622351426,-0.0094432899280098,-1.4317385252418533,-0.4687147370722897,0.9541116075673368,-0.3607333604238596,1.4200393757654557,-1.5121621109734702,-0.5938364419709609,0.1131691471967495,0.1981730509106994,0.1358712953794951,-1.2259536460839957,0.3099180852094105,1.859030391221797,-0.5829987603771717,-1.2072025162586886,-0.91107416856527,0.6088235741902017,0.0597268717678701,0.9843957978098608,-0.1985066642338887,0.7891799749037868,0.2241123099536545,-1.025470101125915,0.8252142384414609,0.7634372396047369
-1.453911295705359,0.2007421042987962,-1.5033319401552176,0.4721889466370579,-1.31456612008423,-0.7055251084458068,-0.7554823049004067,2.0029269333477755,0.0203041810920452,0.6513707169040693,-0.7741122138876069,-1.4196030459504456,0.822948266732742,-0.0528265654316367,0.7486357458926423,0.2412422920967158,-0.2574530625754818,0.2870907357891967,0.2704503950830448,-0.3592573613612694,0.4167400019091328,0.7533399020667804,-0.2196749889602208,-0.0723821707841551,-0.8100524835127161,-0.7560740427680256,-1.0962748572344692,-1.536331369746786,-1.171107243421099,-0.0645822722392294
-0.9632897931047302,-0.9728244808754016,-0.1317170827707462,-0.7088247642438954,1.3894835075163587,-0.7045087986259202,0.7155191781476025,2.6499771023339784,-1.7750574278063354,2.217046178866809,-0.7029199244502659,-0.363555157604563,0.3298142289800157,-1.1311184368733649,1.062153454877545,0.2086712501665379,-1.17474070972821,0.1342444164813329,-0.7467856673375236,0.4740766208161305,-0.4021369715957462,-0.5167270284180979,-0.9483721690627338,0.7179934011713699,-0.4479944826777814,0.7888840471174665,0.685969564659821,-0.6161369477868507,-0.0186942310501286,0.7325480987199786
-1.309678159419658,-0.0778502649025626,-1.1265000631108766,0.5273675727348803,-1.2359565631294924,-0.4438935585816572,-0.6515734460828307,2.0811785034801327,0.0143396922013835,0.8196718412904773,-0.4773345410975466,-1.0757142464767284,0.6093656934279863,-0.0188699997045028,0.5777474491899428,0.6862193572281943,-0.2992418757134045,-0.092445134096559,0.3898051217899824,0.0389674240985925,0.503487353120601,0.5182499505171972,-0.3986270274077328,-0.4673455040327449,-1.0745272104776231,-0.9657592373777356,-0.8690539849056209,-1.301263222281012,-1.319539640304357,-0.4473810575665525
